source_relpath,output_relpath,source_type,source_sha256,status,error,extraction_method,content_characters,dataset_match,dataset_row_id,institution,source_url
00_source_material/02_international_original/37_ChineseHK_A-guide-for-students_use-of-AI-tools.pdf,00_source_material/04_policy_markdown/02_international_original/37_ChineseHK_A-guide-for-students_use-of-AI-tools.md,pdf,566b3c930b670bbd10231bb6912875947a91ea81e3e4de626c957efd801de5c2,ok,,pypdf2:page-text,15002,S2,35,Chinese University of Hong Kong,https://www.aqs.cuhk.edu.hk/documents/A-guide-for-students_use-of-AI-tools.pdf
00_source_material/02_international_original/38_Monash_Guidance on Generative AI - Graduate Research.html,00_source_material/04_policy_markdown/02_international_original/38_Monash_Guidance on Generative AI - Graduate Research.md,html,51b0a6d85ee67e8d52f3ac2a80e83fd5e651ab0e9bcc814ae573e5cd79bfbb39,ok,,semantic:main,5062,S2,36,Monash University,https://www.monash.edu/graduate-research/support-and-resources/resources/guidance-on-generative-ai
00_source_material/02_international_original/39_Using generative AI in your studies_ guidelines for students _ Computing _ Information Services.html,00_source_material/04_policy_markdown/02_international_original/39_Using generative AI in your studies_ guidelines for students _ Computing _ Information Services.md,html,614d6855aac1988d6342696b1255ef382289f647c76c76b58901ec5b08507f31,ok,,semantic:main,9697,S2,37,University of Edinburgh,https://information-services.ed.ac.uk/computing/comms-and-collab/elm/generative-ai-guidance-for-students/using-generative
00_source_material/02_international_original/40_Icahn School of Medicine at Mount Sinai Policy.pdf,00_source_material/04_policy_markdown/02_international_original/40_Icahn School of Medicine at Mount Sinai Policy.md,pdf,eefb46011ff0805897901eb7d7d9a47e11d7cbebf003f97307008281a58bd076,ok,,pypdf2:page-text,15560,S2,38,Icahn School of Medicine at Mount Sinai,https://icahn.mssm.edu/files/ISMMS/Assets/Education/Student%20Life%20and%20Resources/AI-Policy.pdf
00_source_material/02_international_original/41_BritishColumbiaPRINCIPLES_FOR_MITIGATING_RISKS.pdf,00_source_material/04_policy_markdown/02_international_original/41_BritishColumbiaPRINCIPLES_FOR_MITIGATING_RISKS.md,pdf,1170824a392cba79b8654718bf02292cf137510bb3f2fc53643cf5c715da73fb,ok,,pypdf2:page-text,11364,S2,39,University of British Columbia,https://it-genai-2023.sites.olt.ubc.ca/files/2024/08/PRINCIPLES_FOR_MITIGATING_RISKS.pdf
00_source_material/02_international_original/42_University of Copenhagen_ENG_STUD_ACC_AI-declaration.pdf,00_source_material/04_policy_markdown/02_international_original/42_University of Copenhagen_ENG_STUD_ACC_AI-declaration.md,pdf,185c68c1c315a8ddf795f404f7e9b581fb261fc17faa0af0b729a6d1bbbe0f68,ok,,pypdf2:page-text,4493,S2,40,University of Copenhagen,https://s3.ap-south-1.amazonaws.com/attachments.cmcdistedu.org/NNF/Webinar_Resources/ENG_STUD_ACC_AI-declaration.pdf
00_source_material/02_international_original/43_Academic integrity and student conduct - my.UQ - University of Queensland.html,00_source_material/04_policy_markdown/02_international_original/43_Academic integrity and student conduct - my.UQ - University of Queensland.md,html,85ed2a7c783dbc666154d57110a783e50fc114c47e8f0396e7c4e0866967a45c,ok,,heuristic:id-class,22675,S2,41,University of Queensland,https://my.uq.edu.au/information-and-services/manage-my-program/student-integrity-and-conduct/academic-integrity-and-student-conduct
00_source_material/02_international_original/44_HKGenAI-research-guidelines.pdf,00_source_material/04_policy_markdown/02_international_original/44_HKGenAI-research-guidelines.md,pdf,24fcbd64f9e50fb28176e337d5d2fb9e26ab790898d338d1ed4f620c6228788b,ok,,pypdf2:page-text,18775,S2,42,University of Hong Kong,https://www.rss.hku.hk/research-integrity/GenAI-research-guidelines.pdf
00_source_material/02_international_original/47_Humboldt University of Berlin.html,00_source_material/04_policy_markdown/02_international_original/47_Humboldt University of Berlin.md,html,d9508c7db2b3dbb650969fd01afbc5b7bd85af40813b83bc7b94916aee92be84,ok,,semantic:main,8789,S2,43,Humboldt University of Berlin,https://ki.cms.hu-berlin.de/de/ki-policy-an-der-hu
00_source_material/02_international_original/48_Universite Paris Cite.pdf,00_source_material/04_policy_markdown/02_international_original/48_Universite Paris Cite.md,pdf,4d12fc1874709cbe5b4297813ba66d36f6905ae9111b5fc6b1dbb069576cd813,ok,,pypdf2:page-text,58887,S2,44,Universite Paris Cite,https://u-paris.fr/wp-content/uploads/2024/02/Charte_Informatique_UPCit%C3%A9_VF.pdf
00_source_material/02_international_original/49_UU_GSLS GenAI Research Guidelines for Students and Supervisors.pdf,00_source_material/04_policy_markdown/02_international_original/49_UU_GSLS GenAI Research Guidelines for Students and Supervisors.md,pdf,a94af68a6913c203d391aadd4cf2abefef79ac12a8d03a3ac58820bf457590cc,ok,,pypdf2:page-text,4061,S2,45,Utrecht University,https://students.uu.nl/sites/default/files/GSLS%20GenAI%20Research%20Guidelines%20for%20Students%20and%20Supervisors.pdf
00_source_material/02_international_original/50_Guidelines for students on the authorised use of GenAI — Student at KU Leuven.html,00_source_material/04_policy_markdown/02_international_original/50_Guidelines for students on the authorised use of GenAI — Student at KU Leuven.md,html,6cb3872d12cd441e43742c0f7bfe1d0483b6df2a293a6016b4190abb5c02ac6b,ok,,semantic:article,7866,S2,46,KU Leuven,https://www.kuleuven.be/english/education/student/educational-tools/guidelines-for-students-on-the-authorised-use-of-genai
00_source_material/02_international_original/51_Student Use Guidelines for Generative AI - College of Arts and Sciences.html,00_source_material/04_policy_markdown/02_international_original/51_Student Use Guidelines for Generative AI - College of Arts and Sciences.md,html,5ddfbe9e28a2f0d6f0818b53ca961859ea974e04352e495f2021887543bed3c4,ok,,heuristic:id-class,1828,S2,47,University of North Carolina Chapel Hill,https://college.unc.edu/2023/09/student-use-guidelines-for-generative-ai/?utm_source=chatgpt.com
00_source_material/02_international_original/52_Karolinska Institutet_Using generative AI when writing academic texts within doctoral education _ Staff Portal.html,00_source_material/04_policy_markdown/02_international_original/52_Karolinska Institutet_Using generative AI when writing academic texts within doctoral education _ Staff Portal.md,html,0e286b41b7af0cc0aa6189502921f95b4ebc1d850b2df44d4027fbc9468884d3,ok,,semantic:article,11404,S2,48,Karolinska Institutet,https://staff.ki.se/doctoral-education/time-to-defend-your-thesis/using-generative-ai-when-writing-academic-texts-within-doctoral-education
00_source_material/02_international_original/53_Pittsburgh_Acceptable Use of Generative Artificial Intelligence Tools _ Pitt Digital.html,00_source_material/04_policy_markdown/02_international_original/53_Pittsburgh_Acceptable Use of Generative Artificial Intelligence Tools _ Pitt Digital.md,html,8d53f3884400256248840ef8a64e08f0f756b38c9e0c3a702c929eb70953da42,ok,,semantic:main,6833,S2,49,University of Pittsburgh,https://www.digital.pitt.edu/acceptable-use-generative-artificial-intelligence-tools
00_source_material/02_international_original/56_250827-guidelines-use-of-genai_students_fgw_eng.pdf,00_source_material/04_policy_markdown/02_international_original/56_250827-guidelines-use-of-genai_students_fgw_eng.md,pdf,0f9ab4a2fc8f66775ab3d264cd2833ee9a62dbb9fd4abfbbdcd73a6094d4e233,ok,,pypdf2:page-text,9070,S2,50,Leiden University,https://www.organisatiegids.universiteitleiden.nl/binaries/content/assets/geesteswetenschappen/reglementen/2025/250827-guidelines-use-of-genai_students_fgw_eng.pdf
00_source_material/02_international_original/57_empfehlungen-zum-umgang-mit-generativen-und-anderen-ki-tools.pdf,00_source_material/04_policy_markdown/02_international_original/57_empfehlungen-zum-umgang-mit-generativen-und-anderen-ki-tools.md,pdf,33ce98798b4bd3fbd97b27a25d8d80faa1413912953653babda402f2dee0401f,ok,,pypdf2:page-text,8381,S2,51,University of Munich,https://cms-cdn.lmu.de/media/04-som/ism/downloads/empfehlungen-zum-umgang-mit-generativen-und-anderen-ki-tools.pdf
00_source_material/02_international_original/58_Student-guide-on-the-use-of-GenAI_revised_250214.pdf,00_source_material/04_policy_markdown/02_international_original/58_Student-guide-on-the-use-of-GenAI_revised_250214.md,pdf,46b67032213d28e2eae52f82bb8e0fd52014884694dd97c5b286d4cf8545510a,ok,,pypdf2:page-text,5358,S2,52,Hong Kong Polytechnic University,https://www.polyu.edu.hk/ar/docdrive/polyu-students/Student-guide-on-the-use-of-GenAI_revised_250214.pdf
00_source_material/02_international_original/59_Guideline for Dealing with Artificial Intelligence • Berlin Universities Publishing.html,00_source_material/04_policy_markdown/02_international_original/59_Guideline for Dealing with Artificial Intelligence • Berlin Universities Publishing.md,html,f3a383f4a5e2c735a58aead6aadb1ae9ef3e88c789d7c57ade07f6e0635ba4cd,ok,,heuristic:id-class,4953,S2,53,Free University of Berlin,https://www.berlin-universities-publishing.de/en/ueber-uns/policies/ki-leitlinie/index.html
00_source_material/02_international_original/60_Ruprecht Karls University Heidelberg_download.pdf,00_source_material/04_policy_markdown/02_international_original/60_Ruprecht Karls University Heidelberg_download.md,pdf,300bee5da7936d233879f7fd520378efb4d40ac9c2f4ae10bbf95af9cbdf9fc5,ok,,pypdf2:page-text,1902,S2,54,Ruprecht Karls University Heidelberg,https://backend.sai.uni-heidelberg.de/en/documents/artificial-intelligence-ai-use-policy-for-assessments/download
00_source_material/02_international_original/61_Recommendations on the Use of Generative Artificial Intelligence at UZH _ University of Zurich _ UZH.html,00_source_material/04_policy_markdown/02_international_original/61_Recommendations on the Use of Generative Artificial Intelligence at UZH _ University of Zurich _ UZH.md,html,8cf35c95ce48c497bec3d815db6b227713aa4485e5a8f9399519247b4aca87c5,ok,,semantic:main,8061,S2,55,University of Zurich,https://www.uzh.ch/en/explore/basics/ai/recommendations.html
00_source_material/02_international_original/62_McGill University_using_generative_ai_in_research_gps_guidelines_november_2024.pdf,00_source_material/04_policy_markdown/02_international_original/62_McGill University_using_generative_ai_in_research_gps_guidelines_november_2024.md,pdf,289e5748fe3c87f043048f1230012d430a08dff0cd4e31b74289aa0befc21ecf,ok,,pypdf2:page-text,16897,S2,56,McGill University,https://www.mcgill.ca/gps/files/gps/using_generative_ai_in_research_gps_guidelines_november_2024.pdf
00_source_material/02_international_original/63_Sorbone2025-Charte%20IA-VF%20EDS-Septembre2025.pdf,00_source_material/04_policy_markdown/02_international_original/63_Sorbone2025-Charte%20IA-VF%20EDS-Septembre2025.md,pdf,f08289e1a29479acc237b1f8eeef193f454c41324ab413598a249e7fe9e9a923,ok,,pypdf2:page-text,21582,S2,57,Sorbonne Universite,https://droit.pantheonsorbonne.fr/sites/default/files/2025-10/2025-Charte%20IA-VF%20EDS-Septembre2025.pdf
00_source_material/02_international_original/64_University of Glasgow - MyGlasgow - Student Learning Development - Artificial Intelligence - Info for Students.html,00_source_material/04_policy_markdown/02_international_original/64_University of Glasgow - MyGlasgow - Student Learning Development - Artificial Intelligence - Info for Students.md,html,410c094013e5ef3a83e6cf7c1e1804218940d8fa70c9c332cb171b1ff6b3a7f8,ok,,heuristic:id-class,18368,S2,58,University of Glasgow,"https://www.gla.ac.uk/myglasgow/sld/ai/students/#usingaiforstudy%2Cresearchandwriting%E2%80%93withoutbreakingouracademicintegrityrules,howshouldireferenceartificialintelligence%3F"
00_source_material/02_international_original/65_TexasGuidance for Using Artificial Intelligence _ Enterprise Technology.html,00_source_material/04_policy_markdown/02_international_original/65_TexasGuidance for Using Artificial Intelligence _ Enterprise Technology.md,html,b64faedf8ed2b308f7e9920e93019759d50db316d6ea43612314711703036acb,ok,,semantic:main,6900,S2,59,University of Texas Austin,https://tech.utexas.edu/governance/guidance-for-ai
00_source_material/02_international_original/66_Ohio StateCrafting Policy for Student Use of Artificial Intelligence _ ASC Office of Distance Education.html,00_source_material/04_policy_markdown/02_international_original/66_Ohio StateCrafting Policy for Student Use of Artificial Intelligence _ ASC Office of Distance Education.md,html,9a32e0a6332edab1fd3ad7b2be0db3c3d1e672ef7680f6bdb99061632554372c,ok,,semantic:main,16991,S2,60,Ohio State University,https://ascode.osu.edu/distance-learning-curriculum/crafting-policy-student-use-artificial-intelligence
00_source_material/02_international_original/67_Academic Integrity and Generative AI _ Generative AI _ Vanderbilt University.html,00_source_material/04_policy_markdown/02_international_original/67_Academic Integrity and Generative AI _ Generative AI _ Vanderbilt University.md,html,f9c19e8f6691682b0c48ae0d57a14638ba0d166e7a6ccca38e857e2dc0280631,ok,,heuristic:id-class,21565,S2,61,Vanderbilt University,https://www.vanderbilt.edu/generative-ai/academic-integrity/
00_source_material/02_international_original/68_Guidelines _ AI Hub _ StaffNet _ The University of Manchester.html,00_source_material/04_policy_markdown/02_international_original/68_Guidelines _ AI Hub _ StaffNet _ The University of Manchester.md,html,39c5b5c8e7f4cda5978262a5994f3c1ed19fee8834d228501ca53b89548ba9a1,ok,,semantic:article,21079,S2,62,University of Manchester,https://www.staffnet.manchester.ac.uk/ai-hub/guidelines/
00_source_material/02_international_original/69_Responsible AI Use In Emory Marketing and Communications _ Emory University _ Atlanta GA.html,00_source_material/04_policy_markdown/02_international_original/69_Responsible AI Use In Emory Marketing and Communications _ Emory University _ Atlanta GA.md,html,c6bb8a1842fe9ad273c592057138393bda9a7cd7d69297f600acca9f7d4561e8,ok,,semantic:main,7175,S2,63,Emory University,https://communications.emory.edu/resources/responsible-ai-guidelines.html
00_source_material/02_international_original/72_AI @ UMD _ Guidelines for Use.html,00_source_material/04_policy_markdown/02_international_original/72_AI @ UMD _ Guidelines for Use.md,html,d2bbd1c020e24189257835d576c5a999949fdfd60dffb883a581d366214b28b6,ok,,semantic:main,20773,S2,64,University of Maryland College Park,https://ai.umd.edu/resources-guidelines/guidelines-for-use
00_source_material/02_international_original/73_University of Minnesota Twin Cities_Guidance on the Use of Generative Artificial Intelligence (AI) _ University Marketing Communications.html,00_source_material/04_policy_markdown/02_international_original/73_University of Minnesota Twin Cities_Guidance on the Use of Generative Artificial Intelligence (AI) _ University Marketing Communications.md,html,407a3876fa92ec7bd73a6aa69a5412981fac41380bc553400b75f4bb1bed1912,ok,,semantic:main,8163,S2,65,University of Minnesota Twin Cities,https://umarcomm.umn.edu/resources/guidance-use-generative-artificial-intelligence-ai
"00_source_material/02_international_original/74_CHM Undergrads - Semester Project, Peer Review, Generative AI Guidelines.html","00_source_material/04_policy_markdown/02_international_original/74_CHM Undergrads - Semester Project, Peer Review, Generative AI Guidelines.md",html,115cf6d7862a4dba04f452cf091497374b7d9d1f53b67eea1d955506164391aa,ok,,semantic:main,16602,S2,66,University of Wisconsin Madison,https://kb.wisc.edu/chm/page.php?id=135525#reasearchprojectrequirementsandstructure%E9%94%9B%E5%9D%94ttps://it.wisc.edu/generative-ai-services-uw-madison/generative-ai-uw-madison-use-policies/%E9%94%9B2025/3/5
00_source_material/02_international_original/75_Safe and Responsible use of AI _ AI Policy & Regulations _ University of Groningen.html,00_source_material/04_policy_markdown/02_international_original/75_Safe and Responsible use of AI _ AI Policy & Regulations _ University of Groningen.md,html,5e35e2a6f3c14434c59737906fe9ba675f04a01c58e721c8f582b84fbe20e24b,ok,,heuristic:id-class,3275,S2,67,University of Groningen,https://www.rug.nl/cit/services/ai-office/beleid-en-regelgeving/safe-and-responsible-use-of-ai?lang=en
00_source_material/02_international_original/76_Generative AI Usage Guidelines _ Erasmus University Rotterdam.html,00_source_material/04_policy_markdown/02_international_original/76_Generative AI Usage Guidelines _ Erasmus University Rotterdam.md,html,aa634686f0df1d347ac20bc02f3af79ff72f46467b59df022dc0511d5ad44f80,ok,,heuristic:id-class,10941,S2,68,Erasmus University Rotterdam,https://www.eur.nl/en/about-university/policy-and-regulations/regulations-and-guidelines/ai-usage-guidelines
00_source_material/02_international_original/77_USC_Academic Integrity & Generative AI – Office of Academic Integrity.html,00_source_material/04_policy_markdown/02_international_original/77_USC_Academic Integrity & Generative AI – Office of Academic Integrity.md,html,f087b65daa9880e6d444068e7c621ab1eb0ca305f916bd04d66c397be10c7282,ok,,semantic:main,4541,S2,69,University of Southern California,https://academicintegrity.usc.edu/faculty-resources/addressing-generative-ai/
00_source_material/02_international_original/78_Paris ScalayAjout d'une charte sur l'usage de l'IA dans le réglement des études de l'ISM-IAE - UVSQ.html,00_source_material/04_policy_markdown/02_international_original/78_Paris ScalayAjout d'une charte sur l'usage de l'IA dans le réglement des études de l'ISM-IAE - UVSQ.md,html,3f335b08098fd3477f00bdf547b3fc1123857df7d226a0c2bb65a2fafc0af32a,ok,,semantic:main,491,S2,70,Universite Paris Saclay,https://www.uvsq.fr/ajout-dune-charte-sur-lusage-de-lia-dans-le-reglement-des-etudes-de-lism-iae
00_source_material/02_international_original/79_GeorgiaAI Standards and Guidance _ Office of Information Technology.html,00_source_material/04_policy_markdown/02_international_original/79_GeorgiaAI Standards and Guidance _ Office of Information Technology.md,html,3a5735465876b1acf6986879e0056575c15b9021f4068659dc22fb33e5a42285,ok,,semantic:role-main,6322,S2,71,Georgia Institute of Technology,https://oit.gatech.edu/ai/guidance
00_source_material/02_international_original/80_Technical MunichFactsheet_Rethinking_assessment_in_response_to_ChatGPT.pdf,00_source_material/04_policy_markdown/02_international_original/80_Technical MunichFactsheet_Rethinking_assessment_in_response_to_ChatGPT.md,pdf,96f4db67b00243bda9a82da90d9b325cd778cd673e564ec4ea3491acb4cc114b,ok,,pypdf2:page-text,13808,S2,72,Technical University of Munich,https://www.prolehre.tum.de/fileadmin/w00btq/www/_my_direct_uploads/Factsheet_Rethinking_assessment_in_response_to_ChatGPT.pdf
"00_source_material/02_international_original/81_Generative AI, Copilot and ChatGPT - Vrije Universiteit Amsterdam.html","00_source_material/04_policy_markdown/02_international_original/81_Generative AI, Copilot and ChatGPT - Vrije Universiteit Amsterdam.md",html,f4b52fdcd717b8760b120bf1bd10a8090d86abb7c125097c2eed3fbc017a302a,ok,,semantic:main,10323,S2,73,Vrije Universiteit Amsterdam,https://vu.nl/en/student/examinations/generative-ai-your-use-our-expectations
00_source_material/02_international_original/82_IA generativa en el món de l'educació. _ CRAI Docència UB.html,00_source_material/04_policy_markdown/02_international_original/82_IA generativa en el món de l'educació. _ CRAI Docència UB.md,html,42781da34de8f01ef800a5ee373574d8d082ecbabdd407c5d414cc62c71e6832,ok,,heuristic:id-class,10124,S2,74,University of Barcelona,https://www.ub.edu/docenciacrai/Blog-TACTIC/ia-generativa-en-el-mon-de-leducacio
00_source_material/02_international_original/83_Use of AI in Research Guidelines _ University of Technology Sydney.html,00_source_material/04_policy_markdown/02_international_original/83_Use of AI in Research Guidelines _ University of Technology Sydney.md,html,a96ec325890ee9445f4128771f85c5b7f2b22f693653b534148e265478b836d1,ok,,semantic:article,16304,S2,75,University of Technology Sydney,https://www.uts.edu.au/about/leadership-governance/policies/a-z/use-of-ai-in-research-guidelines
00_source_material/02_international_original/84_Policy on the use of AI tools in classes _ utelecon.html,00_source_material/04_policy_markdown/02_international_original/84_Policy on the use of AI tools in classes _ utelecon.md,html,3545bd5d7da5512228792880a3db2a30ccd93b15149c6b949e42dc73565304f6,ok,,special:id-article,9931,S2,76,University of Tokyo,https://utelecon.adm.u-tokyo.ac.jp/en/docs/ai-tools-in-classes/
00_source_material/02_international_original/86_Guide for students_ best practice when using Generative AI _ Australian National University.html,00_source_material/04_policy_markdown/02_international_original/86_Guide for students_ best practice when using Generative AI _ Australian National University.md,html,6bf97b6eca399ff3d0ea0e3baa9e7d1cd0c67e479cc522061aa95f8cf197312d,ok,,semantic:main,8862,S2,77,Australian National University,https://www.anu.edu.au/students/academic-skills/academic-integrity/best-practice-principles/guide-for-students-best
00_source_material/02_international_original/87_Boston_Generative AI Guidelines for Classroom Use _ AI Development Accelerator.html,00_source_material/04_policy_markdown/02_international_original/87_Boston_Generative AI Guidelines for Classroom Use _ AI Development Accelerator.md,html,f4c0791a2e4b8e868b152379d54020a394b4e4bc261b6b348104de33bc245732,ok,,semantic:article,5496,S2,78,Boston University,https://www.bu.edu/aida/guidance/generative-ai-guidelines-for-classroom-use/
00_source_material/02_international_original/88_EPFL_Guidelines for using AI in studying ‒ Teaching ‐ EPFL.html,00_source_material/04_policy_markdown/02_international_original/88_EPFL_Guidelines for using AI in studying ‒ Teaching ‐ EPFL.md,html,5ea10cf2ec5a9a049b5250d2c9dda054e86d0766126a8c4d2e3716cb54ce2fa8,ok,,semantic:article,6662,S2,79,Ecole Polytechnique Federale de Lausanne,https://www.epfl.ch/education/teaching/index-html/ai-teaching/guidelines-for-using-ai-in-studying/
00_source_material/02_international_original/92_Pennsylvania State_Artificial Intelligence _ Academic Integrity.html,00_source_material/04_policy_markdown/02_international_original/92_Pennsylvania State_Artificial Intelligence _ Academic Integrity.md,html,63c0b40fabeef73e1d5d6ab9614bfb20125cbc8a7fc8d4185d787b588b781483,ok,,semantic:main,1930,S2,80,Pennsylvania State University,https://integrity.psu.edu/ai
00_source_material/02_international_original/93_UCSB Writing Program AI Policy _ Writing Program - UC Santa Barbara.html,00_source_material/04_policy_markdown/02_international_original/93_UCSB Writing Program AI Policy _ Writing Program - UC Santa Barbara.md,html,4aac7e9b28e9410a507fa30cdacff77563e151a394551f18a7dac55dc5f9077b,ok,,semantic:article,9321,S2,81,University of California Santa Barbara,https://www.writing.ucsb.edu/resources/faculty/ai-policy
00_source_material/02_international_original/94_Queen Mary University London.html,00_source_material/04_policy_markdown/02_international_original/94_Queen Mary University London.md,html,5a0ca7d7792edb02e4a2875c77df77b88e0147b022b2b12ea5e63069d2ff43a3,ok,,semantic:main,22382,S2,82,Queen Mary University London,https://www.qmul.ac.uk/library/academic-skills/student-guide-to-generative-ai/
00_source_material/02_international_original/95_Birmingham_Student and PGR guidance on using GenAI tools ethically for work.html,00_source_material/04_policy_markdown/02_international_original/95_Birmingham_Student and PGR guidance on using GenAI tools ethically for work.md,html,606fa9763a1ff6b734998effe3bd469bfb4b287f0123fec1139c629c13a41ef6,ok,,semantic:article,20894,S2,83,University of Birmingham,https://intranet.birmingham.ac.uk/student/libraries/asc/student-guidance-gai.aspx
00_source_material/02_international_original/96_UC Davis Student Guide to Generative Artificial Intelligence (GenAI) _ UC Davis IET.html,00_source_material/04_policy_markdown/02_international_original/96_UC Davis Student Guide to Generative Artificial Intelligence (GenAI) _ UC Davis IET.md,html,9625d653ff13747c323974383d135e345e64769a29e2bef913db80daa323b6b8,ok,,semantic:article,2809,S2,84,University of California Davis,https://iet.ucdavis.edu/aggie-ai/student-guide-gen-ai
00_source_material/02_international_original/97_Irvine_Academic Integrity and Citation - Generative AI and Information Literacy - Research Guides at University of California I.html,00_source_material/04_policy_markdown/02_international_original/97_Irvine_Academic Integrity and Citation - Generative AI and Information Literacy - Research Guides at University of California I.md,html,90af366e76c52cc665b49eaa7663b311049ef580e80d5030300998e57117caa2,ok,,heuristic:id-class,5445,S2,85,University of California Irvine,https://guides.lib.uci.edu/gen-ai/citing#s-lg-box-32721909
00_source_material/02_international_original/98_University of Western Australiausing-ai-tools-at-uwa---a-guide-for-students-(2025).pdf,00_source_material/04_policy_markdown/02_international_original/98_University of Western Australiausing-ai-tools-at-uwa---a-guide-for-students-(2025).md,pdf,f2a1a9b7e05af32f73d737ed7c170c887cca09fd63b26b97cfec2e7df61fd0f2,ok,,pypdf2:page-text,29008,S2,86,University of Western Australia,https://www.uwa.edu.au/students/-/media/project/uwa/uwa/students/academic-support/using-ai-tools-at-uwa---a-guide-for-students-(2025).pdf
00_source_material/02_international_original/99_Adelaide_guidelines-for-use-of-generative-ai-in-the-higher-degree-by-research.pdf,00_source_material/04_policy_markdown/02_international_original/99_Adelaide_guidelines-for-use-of-generative-ai-in-the-higher-degree-by-research.md,pdf,694bafdfee8b8ed9091e3ae1036559fa640d46a90f25649729101bd766f4a7df,ok,,pypdf2:page-text,8799,S2,87,University of Adelaide,https://www.adelaide.edu.au/graduate-research/ua/media/4102/guidelines-for-use-of-generative-ai-in-the-higher-degree-by-research.pdf
00_source_material/03_translations/Source_Humboldt University of Berlin.pdf,00_source_material/04_policy_markdown/03_translations/Source_Humboldt University of Berlin.md,pdf,fdac0157c870e36315e09391a1433a53ac81e5d84ef6b0902d0f6d5b3c947536,ok,,pypdf2:page-text,7834,,,,
00_source_material/03_translations/Source_Sorbonne Universite.pdf,00_source_material/04_policy_markdown/03_translations/Source_Sorbonne Universite.md,pdf,f08289e1a29479acc237b1f8eeef193f454c41324ab413598a249e7fe9e9a923,ok,,pypdf2:page-text,21582,,,,
00_source_material/03_translations/Source_Universite Paris Cite.pdf,00_source_material/04_policy_markdown/03_translations/Source_Universite Paris Cite.md,pdf,4d12fc1874709cbe5b4297813ba66d36f6905ae9111b5fc6b1dbb069576cd813,ok,,pypdf2:page-text,58887,,,,
00_source_material/03_translations/Source_Universite Paris Saclay.pdf.pdf,00_source_material/04_policy_markdown/03_translations/Source_Universite Paris Saclay.pdf.md,pdf,9a5487f163ea653a35135e1f6b92a8749b89e7a746171c91c499ce65e098b76d,ok,,pypdf2:page-text,7987,,,,
00_source_material/03_translations/Sourece_University of Barcelona.pdf,00_source_material/04_policy_markdown/03_translations/Sourece_University of Barcelona.md,pdf,e8a5b3887cfd8714ba7abc9690967be0f4a5c621882d6ba83842f6bb0c357b7f,ok,,pypdf2:page-text,4229,,,,
00_source_material/03_translations/Translated_Humboldt University of Berlin.pdf,00_source_material/04_policy_markdown/03_translations/Translated_Humboldt University of Berlin.md,pdf,642de7802792bb8d46136ec8c10f4fdfa9241d0fff442529329098f9f5207a2e,ok,,pypdf2:page-text,6197,,,,
00_source_material/03_translations/Translated_Sorbonne Universite.pdf,00_source_material/04_policy_markdown/03_translations/Translated_Sorbonne Universite.md,pdf,1d18f2c7ffb6104f370a436168894513dfc5a23def04d64b0afb93859762cdbc,ok,,pypdf2:page-text,15577,,,,
00_source_material/03_translations/Translated_Univerisity of Barcelona.pdf,00_source_material/04_policy_markdown/03_translations/Translated_Univerisity of Barcelona.md,pdf,0448b52497af955a6ed6eac6067c6f0176037892ff20ad90b1d1017b60e9fb82,ok,,pypdf2:page-text,3813,,,,
00_source_material/03_translations/Translated_Universite Paris Cite.pdf,00_source_material/04_policy_markdown/03_translations/Translated_Universite Paris Cite.md,pdf,9cd28d6cc7eab42d5d5ba9794d85a83f860e41c4b62cc05203bc7fafd787cded,ok,,pypdf2:page-text,46851,,,,
00_source_material/03_translations/Translated_Universite Paris Saclay.pdf,00_source_material/04_policy_markdown/03_translations/Translated_Universite Paris Saclay.md,pdf,450e470cdb4865f39ed98e9f4177cfd0b9cfc5c206d6867f67713039de5540d1,ok,,pypdf2:page-text,6000,,,,
